id,text,time,sec,user
"216680500683751424","Nasri qui insulte un journaliste qui lui demande une reaction .... Je veux plus le voir en #edf ce branleur #franceespagne","01:53:51","27420","M_Chivers"
"216680493696040961","RT @AmandineDu38_: Jaten le match retour, on va le gagné #FranceEspagne","01:53:50","27419","NeufHeinSari"
"216680463035666434","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:53:42","27411","cartouches12"
"216680336732594177","#FranceEspagne Zahia elle va prendre ce soir","01:53:12","27381","JuniorDotbav"
"216680336057315329","#FranceEspagne #Nasri  ""Anelka intente un procès pour plagiat"" #euro2012","01:53:12","27381","iBarca13"
"216680309352169473","RT @CarlosRomeroSFC: PARA FRANCIA #FranceEspagne http://t.co/idXoyoUw","01:53:06","27375","quiquecst"
"216680307900940288","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:53:05","27374","ZaplanaQuentin"
"216680274031951873","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:52:57","27366","cartouches12"
"216680223779991553","Et si Blanc était une baltringue? #franceespagne #euro","01:52:45","27354","teobaldus"
"216680223092121600","RT @CJP_TF1: Il a vraiment une tête de bite Frédéric Calenge. #Euro2012 #FranceEspagne","01:52:45","27354","MonsieurJBDM"
"216680217811501056","L. Blanc ou pas, une grosse moitié de cette sélection ne doit plus être appelée sous le maillot bleu. Question de décence #FranceEspagne","01:52:44","27353","APelenc"
"216680202263216128","RT @Flowerangers_: Se soir , Le taureau a bouffé le coq #FranceEspagne","01:52:40","27349","Plat_de_Pates"
"216680165823094784","RT @Anaisjuge: C'était obligé, on est vraiment des merde. #FranceEspagne","01:52:31","27340","gerlandalex24"
"216680150685851649","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:52:28","27337","MathiM_18"
"216680116233830401","grosse bande de branleur #edf ils mouillent meme pas le maillot ! je l ai meprise , je leur crache a la guele #franceespagne","01:52:20","27329","M_Chivers"
"216680112966479872","RT @menlyfrance: #Euro2012 : Nasri insulte un journaliste juste après France-Espagne : le dialogue non censuré #FranceEspagne http://t.co/5dCAkoXG","01:52:19","27328","KrimoMontana"
"216680100786212865","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:52:16","27325","Anais_Sa"
"216680091047047170","RT @SHJDreamaka: Ceux qui pensent que #FranceEspagne était un bon match n'ont ni Facebook,ni Twitter,ni la TV #ErmitesDesForets","01:52:14","27323","KrimoMontana"
"216680086596894720","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:52:13","27322","lluis66"
"216680068188082176","RT @josianeofficiel: On m'annonce que Ayem est en train de faire ses valises pour quitter l'appartement de Benzema. #FranceEspagne #Défaite #Euro2012","01:52:08","27317","ChoupitaSamut"
"216680057748463616","RT @Flowerangers_: Se soir , Le taureau a bouffé le coq #FranceEspagne","01:52:06","27315","KrimoMontana"
"216680008486359040","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:51:54","27303","KrimoMontana"
"216679898671095808","l'espagne n'était pas la vraie espagne,la france avait ses chances de gagner ils ont juste fait les cons !!! #FranceEspagne","01:51:28","27277","kass92i"
"216679867897479168","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:51:20","27269","boskette"
"216679847894859777","Se soir , Le taureau a bouffé le coq #FranceEspagne","01:51:16","27265","Flowerangers_"
"216679822645137408","RT @jpquinonero: #FranceEspagne En París el España Francia termina con una carga policial anti disturbios Fotos exclusivas, http://t.co/GItnHfTS","01:51:10","27259","JR_Gracia"
"216679819658788864","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:51:09","27258","johbrug"
"216679676914044928","RT @Benoit_Martinez: C'est quoi la France? Ça se mange?  #FranceEspagne","01:50:35","27224","JuiceysM2"
"216679653207838720","Sur ce, bonne nuit et casse toi. #FranceEspagne","01:50:29","27218","ccreati_es"
"216679623474421760","#Euro2012 : Nasri insulte un journaliste juste après France-Espagne : le dialogue non censuré #FranceEspagne http://t.co/5dCAkoXG","01:50:22","27211","menlyfrance"
"216679487356678146","Footballers surpayé,sont pa capable dfair leur taf. Y font les star avt ct just des mecs du ghetto en hass, Ils ont oublié ça #FranceEspagne","01:49:50","27179","WissemDens"
"216679477906911232","RT @NiRMOU_H: Ah les bleus... Ou l’équipe qui s'en prend plein la gueule même si elle gagne... #FranceEspagne","01:49:47","27176","K_Leed"
"216679468029321216","RT @CarlosRomeroSFC: PARA FRANCIA #FranceEspagne http://t.co/idXoyoUw","01:49:45","27174","alejandrillo85"
"216679407266443264","RT @LeZappeurFou: Laurent Blanc serait sur le point de demander sa femme en mariage devant les caméras de TF1 #FranceEspagne","01:49:31","27160","ludivinefavre"
"216679406960254977","RT @Anaisjuge: C'était obligé, on est vraiment des merde. #FranceEspagne","01:49:30","27159","KevinDache"
"216679318657564673","#FranceEspagne Et dire que la france etait en pleine reconquete des coeur des supporter Rater","01:49:09","27138","Karl300du06"
"216679307450400768","Trending topics FR : #FranceEspagne #QuestionsDeFilleDevantUnMatch #Argfra #Samir Nasri #Audrey PULVAR","01:49:07","27136","tt_fr"
"216679232812761093","RT @josianeofficiel: On m'annonce que Ayem est en train de faire ses valises pour quitter l'appartement de Benzema. #FranceEspagne #Défaite #Euro2012","01:48:49","27118","J3nnhi_"
"216679178462961664","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:48:36","27105","Maelloush_SODMG"
"216679166609854464","Ceux qui pensent que #FranceEspagne était un bon match n'ont ni Facebook,ni Twitter,ni la TV #ErmitesDesForets","01:48:33","27102","SHJDreamaka"
"216679070799368194","“@slaurenes: Et dire que j'ai loupé Louis la Brocante pour ça pffff #FranceEspagne #Euro2012” Ahah j'adore ^^","01:48:10","27079","nbxmas"
"216678972203868160","Ah les bleus... Ou l’équipe qui s'en prend plein la gueule même si elle gagne... #FranceEspagne","01:47:47","27056","NiRMOU_H"
"216678920664252418","#FranceEspagne cert1 joueurs me font rêver en club mais me font honte en équipe nationale! Payés si cher, que des Branleurs!Des claques oui!","01:47:35","27044","Gus_Gus07"
"216678908546924544","RT @__ChiddyBang: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:47:32","27041","KrimoMontana"
"216678847331045378","RT @__ChiddyBang: Au moins avec Zahia, Ribery et Benzema ils ffaisaient de vraies passes mdrrrr. #FranceEspagne","01:47:17","27026","KrimoMontana"
"216678818553921537","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:47:10","27019","Khamousss"
"216678783279828992","RT @FlorentinHild: Pourquoi vous parlez encore de #FranceEspagne ?? Ah merde, c'est ce que je fais là.","01:47:02","27011","KrimoMontana"
"216678783040765953","#Euro2012 #FranceEspagne @sapicgraph @lequipe  Nasri à bien raison que certains journalistes sportifs sont des fils de P...","01:47:02","27011","19septembre"
"216678748995588097","RT @Golem_13: Benzema : ""On a tous fait un gros match"" #FranceEspagne","01:46:54","27003","Toonssi91"
"216678724224028673","RT @Lionel_Mok: L'important c'est de partiticiper. #FranceEspagne","01:46:48","26997","KrimoMontana"
"216678691294543873","la france a gagné wayyy on est les meilleurs ^^ #ToiaussiTweetdepuisLesAnné98 #FranceEspagne","01:46:40","26989","Wouilojaah"
"216678688635371520","RT @Aur3Lianna: C'était sur quelle chaîne ""Les stars du rire"" ce soir ?? TF1, France 2 ou les deux ?? #jedemande #FranceEspagne","01:46:39","26988","edgePG"
"216678677533048832","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:46:37","26986","Toonssi91"
"216678419772088320","RT @ItssLisa: Benzema chante jamais la Marseillaise , il la connait pas ou quoi ? #FranceEspagne","01:45:35","26924","Saturne__"
"216678408883679232","RT @fredofun: Je trouve qu on s en est pas mal tiré!les espagnols nous ont laissé nos 2 oreilles et la queue #FranceEspagne","01:45:33","26922","Romainlamb"
"216678376348467201","Énorme ""@Gregorinho_13: #EDF #EUR02012 #FranceEspagne http://t.co/jCjRIioe”","01:45:25","26914","colicoli29"
"216678352835198977","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:45:19","26908","matoscastro1"
"216678326704672770","RT @Nain_Portekoi: Les joueurs de l'#edf sont arrivés en quart mais ils repartent comme d'habitude: en Ferrari.  #euro2012 #FranceEspagne","01:45:13","26902","GuillaumeHeras"
"216678267040694274","RT @Judas_officiel: La france confirme sa nullité bravo ! #franceespagne","01:44:59","26888","jigga6000"
"216678141408718848","Narcissiques, médiocres, hautains, méprisants, menteurs... Au revoir à cette équipe de France de football. Sans regrets #FranceEspagne","01:44:29","26858","APelenc"
"216678069484793859","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:44:12","26841","k3v1n971"
"216678060689342464","Pourquoi vous parlez encore de #FranceEspagne ?? Ah merde, c'est ce que je fais là.","01:44:10","26839","FlorentinHild"
"216677999599304704","RT @fgerschel: Au moins la France à trouvé un libéro : koscielny #FranceEspagne","01:43:55","26824","nicolas_kremer"
"216677999599304704","RT @fgerschel: Au moins la France à trouvé un libéro : koscielny #FranceEspagne","01:43:55","26824","nicolas_kremer"
"216677953512275968","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:43:44","26813","david_chevalier"
"216677843256619008","RT @tifreez: @virginiecapric encore à la une de 20 minute online pour le bon pronostique #FranceEspagne  gloire a #ViviLaPieuvre :p","01:43:18","26787","virginiecapric"
"216677827871911936","RT @__ChiddyBang: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:43:14","26783","Patrick_75013"
"216677670954614785","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:42:37","26746","veizir"
"216677560967372800","RT @LMDPSG_com: Il fallait s'y attendre avec une compo aussi ridicule... #FranceEspagne","01:42:10","26719","laouist"
"216677539576430592","@DjDuckman et ils remettent des extrait du match #FranceEspagne !","01:42:05","26714","Nellyhbaby"
"216677404092018689","@virginiecapric encore à la une de 20 minute online pour le bon pronostique #FranceEspagne  gloire a #ViviLaPieuvre :p","01:41:33","26682","tifreez"
"216677280884342785","RT @wpmath: Comme quoi, Domenech n'était pas responsable de tout... #FranceEspagne","01:41:04","26653","EllelaS"
"216677104060874752","Au moins avec Zahia, Ribery et Benzema ils ffaisaient de vraies passes mdrrrr. #FranceEspagne","01:40:21","26610","__ChiddyBang"
"216677070359642112","RT @GoCrescendo_: Y'a pas moyen de rappeler Zidane pour la prochaine coupe du monde? #FranceEspagne #Euro2012","01:40:13","26602","jigga6000"
"216677042194874370","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:40:07","26596","adrijones"
"216676999559786497","RT @__ChiddyBang: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:39:57","26586","fahimvongola"
"216676993931022336","La soirée des au revoir ce soir! #AudreyPulvar et #LesBleus #FranceEspagne","01:39:55","26584","VirginieTvt"
"216676934308986880","Les 23 joueurs de l'équipe de France m'on fait honte. Eux il mérite bien leurs impôts à 75% #FranceEspagne #foot","01:39:41","26570","Bernardtroll"
"216676838368477185","Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:39:18","26547","__ChiddyBang"
"216676641252978688","Ce n'est pas Domenech le visionnaire mais bien Laurent Blanc qui n'a pas pris Toulalan, seul joueur apte à écrire une lettre #FranceEspagne","01:38:31","26500","Papiillon"
"216676548487553025","Après c'est sur que si on met Giroud au dernier moment on perdera quand même  ! #FranceEspagne","01:38:09","26478","Lolly_Hlr"
"216676532293353472","RT @SeeReal972: #FranceEspagne et paf","01:38:05","26474","Maxou92000"
"216676364533764096","RT @SPRINOIR: Sinon avec deux arriere droits il comptait vraiment gagner laurent blanc ?  #FranceEspagne","01:37:25","26434","SilvaK_11"
"216676284611301376","“@Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne” des barres !!!","01:37:06","26415","SilvaK_11"
"216676173588070401","Dans tes rêves minot #FranceEspagne #EUR02012 #EDF http://t.co/bI9kA3Z8","01:36:40","26389","Gregorinho_13"
"216676079799255040","RT @Saber0160: Revanche le 16 Octobre (#EspagneFrance) et Belle le 23 Mars 2013 (#FranceEspagne). #Qualifications Coupe du Monde 2014. #WC2014","01:36:17","26366","pommedamour"
"216675972479594496","RT @GoCrescendo_: Y'a pas moyen de rappeler Zidane pour la prochaine coupe du monde? #FranceEspagne #Euro2012","01:35:52","26341","Ak_tzn"
"216675851977244674","#FranceEspagne au Trocadéro ! http://t.co/WcONyD9c","01:35:24","26313","MehdiEM"
"216675841596334080","Quand je pense que Tatiana Golovin est sortit avec ce petit PD de Samir Nasri #HonteàElle #JeComprendsRienAuxFemmes #FranceEspagne","01:35:20","26309","Barackho_"
"216675742153588736","RT @its_julien: Il faudrait appeler Zahia pour motiver les joueurs Français. #FranceEspagne","01:34:57","26286","SarahMALIKoum"
"216675704752963586","RT @henryrds: Voyons le bon côté des choses : cette année les joueurs de l'équipe de France sont descendus du bus! #FranceEspagne","01:34:48","26277","pommedamour"
"216675696796368896","RT @Antoine_Leveque: T'facon tout ça c'est la faute de Sarkozy. #FranceEspagne","01:34:46","26275","ElisaVidalR"
"216675648289255424","RT @JeffosaurusRex: Après Zahia, c'est son maillot que Ribéry a déchiré. #FranceEspagne","01:34:34","26263","VdbAurel"
"216675636671021056","RT @GoCrescendo_: Dégueulasse comme fin! Dégueulasse !!!! Vous venez de perdre un supporter bande d'enfoirés!!! #FranceEspagne","01:34:32","26261","Ak_tzn"
"216675635144294400","RT @F5Hm9: Je pense à Pascal le grand frère pour encadrer les joueurs de l #EdF ...! #Nasri #euro2012 #FranceEspagne","01:34:31","26260","pommedamour"
"216675577598455808","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:34:17","26246","DaniVampDaf"
"216675525475835904","RT @AlexPaire: Ca vient de tomber, Samir Nasri serait atteint du syndrome Gilles de la Tourette... #FranceEspagne #Euro 2012","01:34:05","26234","pommedamour"
"216675507998167040","RT @DimitridAlfange: #FranceEspagne Comme quoi, Domenech n'était pas responsable de tout... Le problème vient bien des joueurs... #ToiAussiTrouveUnBoucEmissaire","01:34:01","26230","jdragon__"
"216675410761625600","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:33:38","26207","jamelallaoua"
"216675406416314369","RT @grandgas: Fallait pas rêver !!! #FranceEspagne http://t.co/xHCIoHQ7","01:33:37","26206","sosokev93"
"216675393053265921","Domenech n'était responsable de rien ce sont les joueurs! Il faut arrêter d'accuser l'entraîneur Ils sont mauvais c'est tout! #FranceEspagne","01:33:33","26202","FrenchAmerican9"
"216675275180736512","RT @Mounir_B: Samir #Nasri a dit a un journaliste d`aller faire l`amour a sa maman apres le match #FranceEspagne http://t.co/8zv3FSLV","01:33:05","26174","pommedamour"
"216675182054617088","RT @FjellLove: @SamNasri19 Qui ferme sa gueule maintenant? #Baltringue #FranceEspagne","01:32:43","26152","Karl300du06"
"216675120696139776","RT @Antoine_Leveque: Au moins avec Zahia, Ribery et Benzema faisaient de vraies passes. #FranceEspagne","01:32:29","26138","mericdiez"
"216675114996076544","AHAHAHAHH #FranceEspagne #XABIALONSO!!!!!!! @Hugoponzo je te l'avais pas dit???","01:32:27","26136","YaminBylkaa"
"216675100785782784","RT @its_julien: J'ai une pensée aux supporteurs français qui sont partis en Ukraine pour voir ça... #FranceEspagne","01:32:24","26133","pommedamour"
"216674987287908352","On aurait pu passer g lseum #FranceEspagne","01:31:57","26106","BGucciiiii"
"216674892932849664","RT @jc_roux: A part ça, je vois rien d'autre pour gagner !!! #FranceEspagne #Euro2012 http://t.co/E20rSn3i","01:31:34","26083","LaBaluch"
"216674878953230336","RT @DimitridAlfange: #FranceEspagne Comme quoi, Domenech n'était pas responsable de tout... Le problème vient bien des joueurs... #ToiAussiTrouveUnBoucEmissaire","01:31:31","26080","FrenchAmerican9"
"216674873630654465","RT @SPRINOIR: Sinon BENZEMA il se fout de ma gueule ou pas ? #FranceEspagne","01:31:30","26079","PolowLoco"
"216674827044524032","RT @josianeofficiel: On m'annonce que Ayem est en train de faire ses valises pour quitter l'appartement de Benzema. #FranceEspagne #Défaite #Euro2012","01:31:19","26068","LaadyStrawberry"
"216674800729456641","RT @Gregorinho_13: #EDF #EUR02012 #FranceEspagne http://t.co/UiYaHsti","01:31:12","26061","Milan_0905"
"216674788230447104","RT @fouss_k: #nasri  qu'est ce qui n'a pas marché ? Viens on s'asseoit tu vas m'expliquer ... #Euro2012 #FranceEspagne","01:31:09","26058","Karl300du06"
"216674777748877313","RT @SPRINOIR: Sinon BENZEMA il se fout de ma gueule ou pas ? #FranceEspagne","01:31:07","26056","LaadyStrawberry"
"216674751266033666","RT @Caro_Kate: L'arbitre de #FranceEspagne s'appelle Rizzoli, comme Philippe Risoli, c'est un message subliminal: ELLES SONT CUITAS, LES BANANAS.","01:31:00","26049","Lucie_Waldorf"
"216674750255206400","RT @Aur3Lianna: C'était sur quelle chaîne ""Les stars du rire"" ce soir ?? TF1, France 2 ou les deux ?? #jedemande #FranceEspagne","01:31:00","26049","FionaMss"
"216674625499836416","#EDF #EUR02012 #FranceEspagne http://t.co/UiYaHsti","01:30:31","26020","Gregorinho_13"
"216674564825034752","RT @Nouj1: C'est la faute de Gérald Dahan. #FranceEspagne","01:30:16","26005","MonsieurJBDM"
"216674521422372864","#QuestionsDeFilleDevantUnMatch pourquoi on dit qu'il y a 11 joueurs sur le terrain alors que Benzema a le numéro 20 ? #FranceEspagne","01:30:06","25995","Aur3Lianna"
"216674516284354560","#FranceEspagne #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia #PutaFrancia","01:30:04","25993","JonasDC7"
"216674513709056001","#nasri  qu'est ce qui n'a pas marché ? Viens on s'asseoit tu vas m'expliquer ... #Euro2012 #FranceEspagne","01:30:04","25993","fouss_k"
"216674471086522369","La france confirme sa nullité bravo ! #franceespagne","01:29:54","25983","Judas_officiel"
"216674383509463040","RT @zemmoureric: Les 23 joueurs vont donc être payés une fortune pour nous faire honte. Ça me rappelle 38 autres personnes… #FranceEspagne","01:29:33","25962","spiderflight"
"216674367566905345","RT @karradark: RIP Laurent Blanc, t'as fait ce que t'as pu avec ces sales branleurs qui se prennent pour des divas! #FranceEspagne","01:29:29","25958","Julieb85"
"216674347639775233","RT @Benoit_Martinez: #QuestionsDeFilleDevantUnMatch : Il est ou Zidane?  #FranceEspagne","01:29:24","25953","Aji_Dahk"
"216674316648071169","RT @DimitridAlfange: #FranceEspagne Comme quoi, Domenech n'était pas responsable de tout... Le problème vient bien des joueurs... #ToiAussiTrouveUnBoucEmissaire","01:29:17","25946","Julieb85"
"216674297891135488","RT @Benoit_Martinez: #QuestionsDeFilleDevantUnMatch : Il est ou Zidane?  #FranceEspagne","01:29:12","25941","OreiroLileana"
"216674288864985088","Nan, mais Samir #Nasri est resté soft avec le journaliste. Cela aurait été #Cantona, le mec il se bouffait un crampon #FranceEspagne","01:29:10","25939","Lamomecrevette"
"216674225249988608","RT @Benoit_Martinez: #QuestionsDeFilleDevantUnMatch : Il est ou Zidane?  #FranceEspagne","01:28:55","25924","Zegzaweed"
"216674208661516290","Benzema :""On est tombé sur la meilleure équipe du monde, et d'europe."" non karim, l'europe n'est pas un monde à part. #FranceEspagne","01:28:51","25920","salimelbouhmadi"
"216674202802061312","RT @mouloudachour: C'est pour quand l'émission "" les anges de la Tele réalité vs l'equipe de france ? "" #Euro2012 #FranceEspagne","01:28:50","25919","YessicaSalcedoo"
"216674198507094016","RT @IamDahina: Jsuis quand même triste pour la France... #franceespagne","01:28:49","25918","Karl300du06"
"216674072799612928","RT @_FBGuy: Bah, pourquoi il joue pas Zidane ? #FranceEspagne","01:28:19","25888","Warrioritta"
"216674047478599680","RT @Wil75: Nous sommes prêts à entrer dans l’arène #FranceEspagne #euro2012 http://t.co/pmBGiKYC","01:28:13","25882","ESaezJ"
"216674021499088897","RT @sprat75: Plus la discussion sur #FranceEspagne dure, plus la probabilité d'y trouver une comparaison impliquant Zahia s’approche de 1.","01:28:06","25875","18OuFS18"
"216674011088826368","sinon quelqu'un peut me dire quand l'équipe de france doit jouer? apparement c'étais pas ce soir #FranceEspagne","01:28:04","25873","Iceman_091"
"216673953954021376","RT @Alicieusement: le match #FranceEspagne a ete decevant.  les bleus vous n'auriez pas du faire la sieste avant le match ca vous a ramolli on dirai !","01:27:50","25859","Karl300du06"
"216673923377541122","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:27:43","25852","coco93p"
"216673859129192449","RT @Nouj1: Selon des calculs de la NASA, la frappe de Karim Benzema devrait retomber sur Terre le 21 décembre. #FranceEspagne","01:27:28","25837","MathieuLautier"
"216673835687223296","RT @YHautbois: J'espère que la prochaine fois, les journalistes sauront marquer un but #nasri #FranceEspagne","01:27:22","25831","Tulipier"
